stem,output,morph
kaʁat,kəʁattem,PAST+SECOND+M+PLURAL+COMPLETE
kaʁat,kaʁatta,PAST+SECOND+M+SINGULAR+COMPLETE
kaʁat,kaʁətu,PAST+THIRD+F+PLURAL+COMPLETE
kaʁat,kaʁəta,PAST+THIRD+F+SINGULAR+COMPLETE
kaʁat,kaʁətu,PAST+THIRD+M+PLURAL+COMPLETE
kaʁat,kaʁat,PAST+THIRD+M+SINGULAR+COMPLETE
kaʁat,koʁətot,PRESENT+FIRST+F+PLURAL+COMPLETE
kaʁat,koʁetet,PRESENT+FIRST+F+SINGULAR+COMPLETE
kaʁat,koʁətim,PRESENT+FIRST+M+PLURAL+COMPLETE
kaʁat,koʁeit,PRESENT+FIRST+M+SINGULAR+COMPLETE
kaʁat,koʁətot,PRESENT+SECOND+F+PLURAL+COMPLETE
kaʁat,koʁetet,PRESENT+SECOND+F+SINGULAR+COMPLETE
kaʁat,koʁətim,PRESENT+SECOND+M+PLURAL+COMPLETE
kaʁat,koʁeit,PRESENT+SECOND+M+SINGULAR+COMPLETE
kaʁat,koʁətot,PRESENT+THIRD+F+PLURAL+COMPLETE
kaʁat,koʁetet,PRESENT+THIRD+F+SINGULAR+COMPLETE
kaʁat,koʁətim,PRESENT+THIRD+M+PLURAL+COMPLETE
kaʁat,koʁeit,PRESENT+THIRD+M+SINGULAR+COMPLETE
kaʁaʕ,kəʁuʕot,BEINONI+FIRST+F+PLURAL+COMPLETE
kaʁaʕ,kəʁuʕa,BEINONI+FIRST+F+SINGULAR+COMPLETE
kaʁaʕ,kəʁuʕim,BEINONI+FIRST+M+PLURAL+COMPLETE
kaʁaʕ,kaʁuaʕ,BEINONI+FIRST+M+SINGULAR+COMPLETE
kaʁaʕ,kəʁuʕot,BEINONI+SECOND+F+PLURAL+COMPLETE
kaʁaʕ,kəʁuʕa,BEINONI+SECOND+F+SINGULAR+COMPLETE
kaʁaʕ,kəʁuʕim,BEINONI+SECOND+M+PLURAL+COMPLETE
kaʁaʕ,kaʁuaʕ,BEINONI+SECOND+M+SINGULAR+COMPLETE
kaʁaʕ,kəʁuʕot,BEINONI+THIRD+F+PLURAL+COMPLETE
kaʁaʕ,kəʁuʕa,BEINONI+THIRD+F+SINGULAR+COMPLETE
kaʁaʕ,kəʁuʕim,BEINONI+THIRD+M+PLURAL+COMPLETE
kaʁaʕ,kaʁuaʕ,BEINONI+THIRD+M+SINGULAR+COMPLETE
kaʁaʕ,niΧʁaʕ,FUTURE+FIRST+MF+PLURAL+COMPLETE
kaʁaʕ,ʔeΧʁaʕ,FUTURE+FIRST+MF+SINGULAR+COMPLETE
kaʁaʕ,kiʁʕu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
kaʁaʕ,kiʁʕi,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
kaʁaʕ,kiʁʕu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
kaʁaʕ,kəʁaʕ,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
kaʁaʕ,liΧʁoaʕ,INFINITIVE+E+E+E+COMPLETE
kaʁaʕ,liΧʁoaʕ,INFINITIVE+E+E+E+MISSING
kaʁaʕ,kaʁaʕnu,PAST+FIRST+MF+PLURAL+COMPLETE
kaʁaʕ,kaʁaʕti,PAST+FIRST+MF+SINGULAR+COMPLETE
kaʁaʕ,kəʁaʕten,PAST+SECOND+F+PLURAL+COMPLETE
kaʁaʕ,kaʁaʕatt,PAST+SECOND+F+SINGULAR+COMPLETE
kaʁaʕ,kəʁaʕtem,PAST+SECOND+M+PLURAL+COMPLETE
kaʁaʕ,kaʁaʕta,PAST+SECOND+M+SINGULAR+COMPLETE
kaʁaʕ,kaʁəʕu,PAST+THIRD+F+PLURAL+COMPLETE
kaʁaʕ,kaʁəʕa,PAST+THIRD+F+SINGULAR+COMPLETE
kaʁaʕ,kaʁəʕu,PAST+THIRD+M+PLURAL+COMPLETE
kaʁaʕ,kaʁaʕ,PAST+THIRD+M+SINGULAR+COMPLETE
kaʁaʕ,koʁəʕot,PRESENT+FIRST+F+PLURAL+COMPLETE
kaʁaʕ,koʁaʕat,PRESENT+FIRST+F+SINGULAR+COMPLETE
kaʁaʕ,koʁəʕim,PRESENT+FIRST+M+PLURAL+COMPLETE
kaʁaʕ,koʁeiaʕ,PRESENT+FIRST+M+SINGULAR+COMPLETE
kaʁaʕ,koʁəʕot,PRESENT+SECOND+F+PLURAL+COMPLETE
kaʁaʕ,koʁaʕat,PRESENT+SECOND+F+SINGULAR+COMPLETE
kaʁaʕ,koʁəʕim,PRESENT+SECOND+M+PLURAL+COMPLETE
kaʁaʕ,koʁeiaʕ,PRESENT+SECOND+M+SINGULAR+COMPLETE
kaʁaʕ,koʁəʕot,PRESENT+THIRD+F+PLURAL+COMPLETE
kaʁaʕ,koʁaʕat,PRESENT+THIRD+F+SINGULAR+COMPLETE
kaʁaʕ,koʁəʕim,PRESENT+THIRD+M+PLURAL+COMPLETE
kaʁaʕ,koʁeiaʕ,PRESENT+THIRD+M+SINGULAR+COMPLETE
kaʁaΧ,kəʁuΧot,BEINONI+FIRST+F+PLURAL+COMPLETE
kaʁaΧ,kəʁuΧa,BEINONI+FIRST+F+SINGULAR+COMPLETE
kaʁaΧ,kəʁuΧim,BEINONI+FIRST+M+PLURAL+COMPLETE
kaʁaΧ,kaʁuΧ,BEINONI+FIRST+M+SINGULAR+COMPLETE
kaʁaΧ,kəʁuΧot,BEINONI+SECOND+F+PLURAL+COMPLETE
kaʁaΧ,kəʁuΧa,BEINONI+SECOND+F+SINGULAR+COMPLETE
kaʁaΧ,kəʁuΧim,BEINONI+SECOND+M+PLURAL+COMPLETE
kaʁaΧ,kaʁuΧ,BEINONI+SECOND+M+SINGULAR+COMPLETE
kaʁaΧ,kəʁuΧot,BEINONI+THIRD+F+PLURAL+COMPLETE
kaʁaΧ,kəʁuΧa,BEINONI+THIRD+F+SINGULAR+COMPLETE
kaʁaΧ,kəʁuΧim,BEINONI+THIRD+M+PLURAL+COMPLETE
kaʁaΧ,kaʁuΧ,BEINONI+THIRD+M+SINGULAR+COMPLETE
kaʁaΧ,niΧʁoΧ,FUTURE+FIRST+MF+PLURAL+COMPLETE
kaʁaΧ,niΧʁoΧ,FUTURE+FIRST+MF+PLURAL+MISSING
kaʁaΧ,ʔeΧʁoΧ,FUTURE+FIRST+MF+SINGULAR+COMPLETE
kaʁaΧ,ʔeΧʁoΧ,FUTURE+FIRST+MF+SINGULAR+MISSING
kaʁaΧ,kiʁΧu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
kaʁaΧ,kəʁoΧəna,IMPERATIVE+SECOND+F+PLURAL+MISSING
kaʁaΧ,kiʁΧi,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
kaʁaΧ,kiʁΧu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
kaʁaΧ,kəʁoΧ,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
kaʁaΧ,kəʁoΧ,IMPERATIVE+SECOND+M+SINGULAR+MISSING
kaʁaΧ,liΧʁoΧ,INFINITIVE+E+E+E+COMPLETE
kaʁaΧ,liΧʁoΧ,INFINITIVE+E+E+E+MISSING
kaʁaΧ,kaʁaΧnu,PAST+FIRST+MF+PLURAL+COMPLETE
kaʁaΧ,kaʁaΧti,PAST+FIRST+MF+SINGULAR+COMPLETE
kaʁaΧ,kəʁaΧten,PAST+SECOND+F+PLURAL+COMPLETE
kaʁaΧ,kaʁaΧt,PAST+SECOND+F+SINGULAR+COMPLETE
kaʁaΧ,kəʁaΧtem,PAST+SECOND+M+PLURAL+COMPLETE
kaʁaΧ,kaʁaΧta,PAST+SECOND+M+SINGULAR+COMPLETE
kaʁaΧ,kaʁəΧu,PAST+THIRD+F+PLURAL+COMPLETE
kaʁaΧ,kaʁəΧa,PAST+THIRD+F+SINGULAR+COMPLETE
kaʁaΧ,kaʁəΧu,PAST+THIRD+M+PLURAL+COMPLETE
kaʁaΧ,kaʁaΧ,PAST+THIRD+M+SINGULAR+COMPLETE
kaʁaΧ,koʁəΧot,PRESENT+FIRST+F+PLURAL+COMPLETE
kaʁaΧ,koʁeΧet,PRESENT+FIRST+F+SINGULAR+COMPLETE
kaʁaΧ,koʁəΧim,PRESENT+FIRST+M+PLURAL+COMPLETE
kaʁaΧ,koʁeiΧ,PRESENT+FIRST+M+SINGULAR+COMPLETE
kaʁaΧ,koʁəΧot,PRESENT+SECOND+F+PLURAL+COMPLETE
kaʁaΧ,koʁeΧet,PRESENT+SECOND+F+SINGULAR+COMPLETE
kaʁaΧ,koʁəΧim,PRESENT+SECOND+M+PLURAL+COMPLETE
kaʁaΧ,koʁeiΧ,PRESENT+SECOND+M+SINGULAR+COMPLETE
kaʁaΧ,koʁəΧot,PRESENT+THIRD+F+PLURAL+COMPLETE
kaʁaΧ,koʁeΧet,PRESENT+THIRD+F+SINGULAR+COMPLETE
kaʁaΧ,koʁəΧim,PRESENT+THIRD+M+PLURAL+COMPLETE
kaʁaΧ,koʁeiΧ,PRESENT+THIRD+M+SINGULAR+COMPLETE
kasas,kəsusot,BEINONI+FIRST+F+PLURAL+COMPLETE
kasas,kəsusa,BEINONI+FIRST+F+SINGULAR+COMPLETE
kasas,kəsusim,BEINONI+FIRST+M+PLURAL+COMPLETE
kasas,kasus,BEINONI+FIRST+M+SINGULAR+COMPLETE
kasas,kəsusot,BEINONI+SECOND+F+PLURAL+COMPLETE
kasas,kəsusa,BEINONI+SECOND+F+SINGULAR+COMPLETE
kasas,kəsusim,BEINONI+SECOND+M+PLURAL+COMPLETE
kasas,kasus,BEINONI+SECOND+M+SINGULAR+COMPLETE
kasas,kəsusot,BEINONI+THIRD+F+PLURAL+COMPLETE
kasas,kəsusa,BEINONI+THIRD+F+SINGULAR+COMPLETE
kasas,kəsusim,BEINONI+THIRD+M+PLURAL+COMPLETE
kasas,kasus,BEINONI+THIRD+M+SINGULAR+COMPLETE
kasas,niΧsos,FUTURE+FIRST+MF+PLURAL+COMPLETE
kasas,niΧsos,FUTURE+FIRST+MF+PLURAL+MISSING
kasas,ʔeΧsos,FUTURE+FIRST+MF+SINGULAR+COMPLETE
kasas,ʔeΧsos,FUTURE+FIRST+MF+SINGULAR+MISSING
kasas,kisəsu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
kasas,kəsosəna,IMPERATIVE+SECOND+F+PLURAL+MISSING
kasas,kisəsi,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
kasas,kisəsu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
kasas,kəsos,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
kasas,kəsos,IMPERATIVE+SECOND+M+SINGULAR+MISSING
kasas,liΧsos,INFINITIVE+E+E+E+COMPLETE
kasas,liΧsos,INFINITIVE+E+E+E+MISSING
kasas,kasasnu,PAST+FIRST+MF+PLURAL+COMPLETE
kasas,kasasti,PAST+FIRST+MF+SINGULAR+COMPLETE
kasas,kəsasten,PAST+SECOND+F+PLURAL+COMPLETE
kasas,kasast,PAST+SECOND+F+SINGULAR+COMPLETE
kasas,kəsastem,PAST+SECOND+M+PLURAL+COMPLETE
kasas,kasasta,PAST+SECOND+M+SINGULAR+COMPLETE
kasas,kasəsu,PAST+THIRD+F+PLURAL+COMPLETE
kasas,kasəsa,PAST+THIRD+F+SINGULAR+COMPLETE
kasas,kasəsu,PAST+THIRD+M+PLURAL+COMPLETE
kasas,kasas,PAST+THIRD+M+SINGULAR+COMPLETE
kasas,kosəsot,PRESENT+FIRST+F+PLURAL+COMPLETE
kasas,koseset,PRESENT+FIRST+F+SINGULAR+COMPLETE
kasas,kosəsim,PRESENT+FIRST+M+PLURAL+COMPLETE
kasas,koseis,PRESENT+FIRST+M+SINGULAR+COMPLETE
kasas,kosəsot,PRESENT+SECOND+F+PLURAL+COMPLETE
kasas,koseset,PRESENT+SECOND+F+SINGULAR+COMPLETE
kasas,kosəsim,PRESENT+SECOND+M+PLURAL+COMPLETE
kasas,koseis,PRESENT+SECOND+M+SINGULAR+COMPLETE
kasas,kosəsot,PRESENT+THIRD+F+PLURAL+COMPLETE
kasas,koseset,PRESENT+THIRD+F+SINGULAR+COMPLETE
kasas,kosəsim,PRESENT+THIRD+M+PLURAL+COMPLETE
kasas,koseis,PRESENT+THIRD+M+SINGULAR+COMPLETE
kaʃal,kəʃulot,BEINONI+FIRST+F+PLURAL+COMPLETE
kaʃal,kəʃula,BEINONI+FIRST+F+SINGULAR+COMPLETE
kaʃal,kəʃulim,BEINONI+FIRST+M+PLURAL+COMPLETE
kaʃal,kaʃul,BEINONI+FIRST+M+SINGULAR+COMPLETE
kaʃal,kəʃulot,BEINONI+SECOND+F+PLURAL+COMPLETE
kaʃal,kəʃula,BEINONI+SECOND+F+SINGULAR+COMPLETE
kaʃal,kəʃulim,BEINONI+SECOND+M+PLURAL+COMPLETE
kaʃal,kaʃul,BEINONI+SECOND+M+SINGULAR+COMPLETE
kaʃal,kəʃulot,BEINONI+THIRD+F+PLURAL+COMPLETE
kaʃal,kəʃula,BEINONI+THIRD+F+SINGULAR+COMPLETE
kaʃal,kəʃulim,BEINONI+THIRD+M+PLURAL+COMPLETE
kaʃal,kaʃul,BEINONI+THIRD+M+SINGULAR+COMPLETE
kaʃal,niΧʃol,FUTURE+FIRST+MF+PLURAL+COMPLETE
kaʃal,niΧʃol,FUTURE+FIRST+MF+PLURAL+MISSING
kaʃal,ʔeΧʃol,FUTURE+FIRST+MF+SINGULAR+COMPLETE
kaʃal,ʔeΧʃol,FUTURE+FIRST+MF+SINGULAR+MISSING
kaʃal,kiʃlu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
kaʃal,kəʃoləna,IMPERATIVE+SECOND+F+PLURAL+MISSING
kaʃal,kiʃli,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
kaʃal,kiʃlu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
kaʃal,kəʃol,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
kaʃal,kəʃol,IMPERATIVE+SECOND+M+SINGULAR+MISSING
kaʃal,liΧʃol,INFINITIVE+E+E+E+COMPLETE
kaʃal,liΧʃol,INFINITIVE+E+E+E+MISSING
kaʃal,kaʃalnu,PAST+FIRST+MF+PLURAL+COMPLETE
kaʃal,kaʃalti,PAST+FIRST+MF+SINGULAR+COMPLETE
kaʃal,kəʃalten,PAST+SECOND+F+PLURAL+COMPLETE
kaʃal,kaʃalt,PAST+SECOND+F+SINGULAR+COMPLETE
kaʃal,kəʃaltem,PAST+SECOND+M+PLURAL+COMPLETE
kaʃal,kaʃalta,PAST+SECOND+M+SINGULAR+COMPLETE
kaʃal,kaʃəlu,PAST+THIRD+F+PLURAL+COMPLETE
kaʃal,kaʃəla,PAST+THIRD+F+SINGULAR+COMPLETE
kaʃal,kaʃəlu,PAST+THIRD+M+PLURAL+COMPLETE
kaʃal,kaʃal,PAST+THIRD+M+SINGULAR+COMPLETE
kaʃal,koʃəlot,PRESENT+FIRST+F+PLURAL+COMPLETE
kaʃal,koʃelet,PRESENT+FIRST+F+SINGULAR+COMPLETE
kaʃal,koʃəlim,PRESENT+FIRST+M+PLURAL+COMPLETE
kaʃal,koʃeil,PRESENT+FIRST+M+SINGULAR+COMPLETE
kaʃal,koʃəlot,PRESENT+SECOND+F+PLURAL+COMPLETE
kaʃal,koʃelet,PRESENT+SECOND+F+SINGULAR+COMPLETE
kaʃal,koʃəlim,PRESENT+SECOND+M+PLURAL+COMPLETE
kaʃal,koʃeil,PRESENT+SECOND+M+SINGULAR+COMPLETE
kaʃal,koʃəlot,PRESENT+THIRD+F+PLURAL+COMPLETE
kaʃal,koʃelet,PRESENT+THIRD+F+SINGULAR+COMPLETE
kaʃal,koʃəlim,PRESENT+THIRD+M+PLURAL+COMPLETE
kaʃal,koʃeil,PRESENT+THIRD+M+SINGULAR+COMPLETE
kataʃ,kətuʃot,BEINONI+FIRST+F+PLURAL+COMPLETE
kataʃ,kətuʃa,BEINONI+FIRST+F+SINGULAR+COMPLETE
kataʃ,kətuʃim,BEINONI+FIRST+M+PLURAL+COMPLETE
kataʃ,katuʃ,BEINONI+FIRST+M+SINGULAR+COMPLETE
kataʃ,kətuʃot,BEINONI+SECOND+F+PLURAL+COMPLETE
kataʃ,kətuʃa,BEINONI+SECOND+F+SINGULAR+COMPLETE
kataʃ,kətuʃim,BEINONI+SECOND+M+PLURAL+COMPLETE
kataʃ,katuʃ,BEINONI+SECOND+M+SINGULAR+COMPLETE
kataʃ,kətuʃot,BEINONI+THIRD+F+PLURAL+COMPLETE
kataʃ,kətuʃa,BEINONI+THIRD+F+SINGULAR+COMPLETE
kataʃ,kətuʃim,BEINONI+THIRD+M+PLURAL+COMPLETE
kataʃ,katuʃ,BEINONI+THIRD+M+SINGULAR+COMPLETE
kataʃ,niΧtoʃ,FUTURE+FIRST+MF+PLURAL+COMPLETE
kataʃ,niΧtoʃ,FUTURE+FIRST+MF+PLURAL+MISSING
kataʃ,ʔeΧtoʃ,FUTURE+FIRST+MF+SINGULAR+COMPLETE
kataʃ,ʔeΧtoʃ,FUTURE+FIRST+MF+SINGULAR+MISSING
kataʃ,kətoʃəna,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
kataʃ,kətoʃəna,IMPERATIVE+SECOND+F+PLURAL+MISSING
kataʃ,kitʃi,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
kataʃ,kitʃu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
kataʃ,kətoʃ,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
kataʃ,kətoʃ,IMPERATIVE+SECOND+M+SINGULAR+MISSING
kataʃ,liΧtoʃ,INFINITIVE+E+E+E+COMPLETE
kataʃ,liΧtoʃ,INFINITIVE+E+E+E+MISSING
kataʃ,kataʃnu,PAST+FIRST+MF+PLURAL+COMPLETE
kataʃ,kataʃti,PAST+FIRST+MF+SINGULAR+COMPLETE
kataʃ,kətaʃten,PAST+SECOND+F+PLURAL+COMPLETE
kataʃ,kataʃt,PAST+SECOND+F+SINGULAR+COMPLETE
kataʃ,kətaʃtem,PAST+SECOND+M+PLURAL+COMPLETE
kataʃ,kataʃta,PAST+SECOND+M+SINGULAR+COMPLETE
kataʃ,katəʃu,PAST+THIRD+F+PLURAL+COMPLETE
kataʃ,katəʃa,PAST+THIRD+F+SINGULAR+COMPLETE
kataʃ,katəʃu,PAST+THIRD+M+PLURAL+COMPLETE
kataʃ,kataʃ,PAST+THIRD+M+SINGULAR+COMPLETE
kataʃ,kotəʃot,PRESENT+FIRST+F+PLURAL+COMPLETE
kataʃ,koteʃet,PRESENT+FIRST+F+SINGULAR+COMPLETE
kataʃ,kotəʃim,PRESENT+FIRST+M+PLURAL+COMPLETE
kataʃ,koteiʃ,PRESENT+FIRST+M+SINGULAR+COMPLETE
kataʃ,kotəʃot,PRESENT+SECOND+F+PLURAL+COMPLETE
kataʃ,koteʃet,PRESENT+SECOND+F+SINGULAR+COMPLETE
kataʃ,kotəʃim,PRESENT+SECOND+M+PLURAL+COMPLETE
kataʃ,koteiʃ,PRESENT+SECOND+M+SINGULAR+COMPLETE
kataʃ,kotəʃot,PRESENT+THIRD+F+PLURAL+COMPLETE
kataʃ,koteʃet,PRESENT+THIRD+F+SINGULAR+COMPLETE
kataʃ,kotəʃim,PRESENT+THIRD+M+PLURAL+COMPLETE
kataʃ,koteiʃ,PRESENT+THIRD+M+SINGULAR+COMPLETE
katat,niΧtot,FUTURE+FIRST+MF+PLURAL+COMPLETE
katat,niΧtot,FUTURE+FIRST+MF+PLURAL+MISSING
katat,ʔeΧtot,FUTURE+FIRST+MF+SINGULAR+COMPLETE
katat,ʔeΧtot,FUTURE+FIRST+MF+SINGULAR+MISSING
katat,kətotəna,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
katat,kətotəna,IMPERATIVE+SECOND+F+PLURAL+MISSING
katat,kitəti,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
katat,kitətu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
katat,kətot,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
katat,kətot,IMPERATIVE+SECOND+M+SINGULAR+MISSING
katat,liΧtot,INFINITIVE+E+E+E+COMPLETE
katat,liΧtot,INFINITIVE+E+E+E+MISSING
katat,katatnu,PAST+FIRST+MF+PLURAL+COMPLETE
katat,katatti,PAST+FIRST+MF+SINGULAR+COMPLETE
katat,kətatten,PAST+SECOND+F+PLURAL+COMPLETE
katat,katatt,PAST+SECOND+F+SINGULAR+COMPLETE
katat,kətattem,PAST+SECOND+M+PLURAL+COMPLETE
katat,katatta,PAST+SECOND+M+SINGULAR+COMPLETE
katat,katətu,PAST+THIRD+F+PLURAL+COMPLETE
katat,katəta,PAST+THIRD+F+SINGULAR+COMPLETE
katat,katətu,PAST+THIRD+M+PLURAL+COMPLETE
katat,katat,PAST+THIRD+M+SINGULAR+COMPLETE
katat,kotətot,PRESENT+FIRST+F+PLURAL+COMPLETE
katat,kotetet,PRESENT+FIRST+F+SINGULAR+COMPLETE
katat,kotətim,PRESENT+FIRST+M+PLURAL+COMPLETE
katat,koteit,PRESENT+FIRST+M+SINGULAR+COMPLETE
katat,kotətot,PRESENT+SECOND+F+PLURAL+COMPLETE
katat,kotetet,PRESENT+SECOND+F+SINGULAR+COMPLETE
katat,kotətim,PRESENT+SECOND+M+PLURAL+COMPLETE
katat,koteit,PRESENT+SECOND+M+SINGULAR+COMPLETE
katat,kotətot,PRESENT+THIRD+F+PLURAL+COMPLETE
katat,kotetet,PRESENT+THIRD+F+SINGULAR+COMPLETE
katat,kotətim,PRESENT+THIRD+M+PLURAL+COMPLETE
katat,koteit,PRESENT+THIRD+M+SINGULAR+COMPLETE
katav,kətuvot,BEINONI+FIRST+F+PLURAL+COMPLETE
katav,kətuva,BEINONI+FIRST+F+SINGULAR+COMPLETE
katav,kətuvim,BEINONI+FIRST+M+PLURAL+COMPLETE
katav,katuv,BEINONI+FIRST+M+SINGULAR+COMPLETE
katav,kətuvot,BEINONI+SECOND+F+PLURAL+COMPLETE
katav,kətuva,BEINONI+SECOND+F+SINGULAR+COMPLETE
katav,kətuvim,BEINONI+SECOND+M+PLURAL+COMPLETE
katav,katuv,BEINONI+SECOND+M+SINGULAR+COMPLETE
katav,kətuvot,BEINONI+THIRD+F+PLURAL+COMPLETE
katav,kətuva,BEINONI+THIRD+F+SINGULAR+COMPLETE
katav,kətuvim,BEINONI+THIRD+M+PLURAL+COMPLETE
katav,katuv,BEINONI+THIRD+M+SINGULAR+COMPLETE
katav,niΧtov,FUTURE+FIRST+MF+PLURAL+COMPLETE
katav,niΧtov,FUTURE+FIRST+MF+PLURAL+MISSING
katav,ʔeΧtov,FUTURE+FIRST+MF+SINGULAR+COMPLETE
katav,ʔeΧtov,FUTURE+FIRST+MF+SINGULAR+MISSING
katav,kitvu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
katav,kətovəna,IMPERATIVE+SECOND+F+PLURAL+MISSING
katav,kitvi,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
katav,kitvu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
katav,kətov,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
katav,kətov,IMPERATIVE+SECOND+M+SINGULAR+MISSING
katav,liΧtov,INFINITIVE+E+E+E+COMPLETE
katav,liΧtov,INFINITIVE+E+E+E+MISSING
katav,katavnu,PAST+FIRST+MF+PLURAL+COMPLETE
katav,katavti,PAST+FIRST+MF+SINGULAR+COMPLETE
katav,kətavten,PAST+SECOND+F+PLURAL+COMPLETE
katav,katavt,PAST+SECOND+F+SINGULAR+COMPLETE
katav,kətavtem,PAST+SECOND+M+PLURAL+COMPLETE
katav,katavta,PAST+SECOND+M+SINGULAR+COMPLETE
katav,katəvu,PAST+THIRD+F+PLURAL+COMPLETE
katav,katəva,PAST+THIRD+F+SINGULAR+COMPLETE
katav,katəvu,PAST+THIRD+M+PLURAL+COMPLETE
katav,katav,PAST+THIRD+M+SINGULAR+COMPLETE
katav,kotəvot,PRESENT+FIRST+F+PLURAL+COMPLETE
katav,kotevet,PRESENT+FIRST+F+SINGULAR+COMPLETE
katav,kotəvim,PRESENT+FIRST+M+PLURAL+COMPLETE
katav,koteiv,PRESENT+FIRST+M+SINGULAR+COMPLETE
katav,kotəvot,PRESENT+SECOND+F+PLURAL+COMPLETE
katav,kotevet,PRESENT+SECOND+F+SINGULAR+COMPLETE
katav,kotəvim,PRESENT+SECOND+M+PLURAL+COMPLETE
katav,koteiv,PRESENT+SECOND+M+SINGULAR+COMPLETE
katav,kotəvot,PRESENT+THIRD+F+PLURAL+COMPLETE
katav,kotevet,PRESENT+THIRD+F+SINGULAR+COMPLETE
katav,kotəvim,PRESENT+THIRD+M+PLURAL+COMPLETE
katav,koteiv,PRESENT+THIRD+M+SINGULAR+COMPLETE
kaval,kəvulot,BEINONI+FIRST+F+PLURAL+COMPLETE
kaval,kəvula,BEINONI+FIRST+F+SINGULAR+COMPLETE
kaval,kəvulim,BEINONI+FIRST+M+PLURAL+COMPLETE
kaval,kavul,BEINONI+FIRST+M+SINGULAR+COMPLETE
kaval,kəvulot,BEINONI+SECOND+F+PLURAL+COMPLETE
kaval,kəvula,BEINONI+SECOND+F+SINGULAR+COMPLETE
kaval,kəvulim,BEINONI+SECOND+M+PLURAL+COMPLETE
kaval,kavul,BEINONI+SECOND+M+SINGULAR+COMPLETE
kaval,kəvulot,BEINONI+THIRD+F+PLURAL+COMPLETE
kaval,kəvula,BEINONI+THIRD+F+SINGULAR+COMPLETE
kaval,kəvulim,BEINONI+THIRD+M+PLURAL+COMPLETE
kaval,kavul,BEINONI+THIRD+M+SINGULAR+COMPLETE
kaval,niΧbol,FUTURE+FIRST+MF+PLURAL+COMPLETE
kaval,niΧbol,FUTURE+FIRST+MF+PLURAL+MISSING
kaval,ʔeΧbol,FUTURE+FIRST+MF+SINGULAR+COMPLETE
kaval,ʔeΧbol,FUTURE+FIRST+MF+SINGULAR+MISSING
kaval,kəvoləna,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
kaval,kəvoləna,IMPERATIVE+SECOND+F+PLURAL+MISSING
kaval,kivli,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
kaval,kivlu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
kaval,kəvol,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
kaval,kəvol,IMPERATIVE+SECOND+M+SINGULAR+MISSING
kaval,liΧbol,INFINITIVE+E+E+E+COMPLETE
kaval,liΧbol,INFINITIVE+E+E+E+MISSING
kaval,kavalnu,PAST+FIRST+MF+PLURAL+COMPLETE
kaval,kavalti,PAST+FIRST+MF+SINGULAR+COMPLETE
kaval,kəvalten,PAST+SECOND+F+PLURAL+COMPLETE
kaval,kavalt,PAST+SECOND+F+SINGULAR+COMPLETE
kaval,kəvaltem,PAST+SECOND+M+PLURAL+COMPLETE
kaval,kavalta,PAST+SECOND+M+SINGULAR+COMPLETE
kaval,kavəlu,PAST+THIRD+F+PLURAL+COMPLETE
kaval,kavəla,PAST+THIRD+F+SINGULAR+COMPLETE
kaval,kavəlu,PAST+THIRD+M+PLURAL+COMPLETE
kaval,kaval,PAST+THIRD+M+SINGULAR+COMPLETE
kaval,kovəlot,PRESENT+FIRST+F+PLURAL+COMPLETE
kaval,kovelet,PRESENT+FIRST+F+SINGULAR+COMPLETE
kaval,kovəlim,PRESENT+FIRST+M+PLURAL+COMPLETE
kaval,koveil,PRESENT+FIRST+M+SINGULAR+COMPLETE
kaval,kovəlot,PRESENT+SECOND+F+PLURAL+COMPLETE
kaval,kovelet,PRESENT+SECOND+F+SINGULAR+COMPLETE
